objectid_1,objectid,po_legalst,po_legal_1,po_hgu,po_area_hg,subgroup,groupid,source,zsl,group_comp,shape_leng,type,area_ha,country,company,name,gfwid,globalid,shape_Length,shape_Area
1491,1491, , , ,0, ,99,varies,0,No group,43086.634898, ,11889,IDN,PT. SAWIT JAMBI LESTARI,PT. SAWIT JAMBI LESTARI,8a8a0b56-f925-4d91-83b8-0d042e80db79,{17B1ED51-6CD9-41CC-A5F1-7E6CEA6088AF},43086.6348807073,119775962.910871
1492,1492, , , ,0, ,99,varies,0,No group,64949.0219002, ,13901,IDN,PT. SAWIT DESA MAKMUR,PT. SAWIT DESA MAKMUR,c4a36cfe-5401-4021-a623-2e01c2069146,{288C093E-A5A4-4D01-BB98-1C381D0B9D5E},64949.0216571547,140079862.710953
1493,1493, , , ,0, ,99,varies,0,No group,26009.6607696, ,2643,IDN,PT. Sari Aditya Loka,PT. Sari Aditya Loka 1,301c8d33-cb24-4cc3-b641-87b28411477a,{4E590C32-6118-4CBD-97A6-F1FED1DC4142},26009.6608277315,26637133.0896247
1494,1494, , , ,0, ,99,varies,0,No group,78795.2846286, ,20500,IDN,PT. PN VI PERSERO /DH.  PERKEBUNAN IV  (S.  BAHAR),PT. PN VI PERSERO /DH.  PERKEBUNAN IV  (S.  BAHAR) 2,d891d485-f16a-4031-911d-ceda55fd9200,{C12A12AC-9776-4ED0-9EDE-DDABEA13C9A2},78795.2842535335,206650149.798385
1495,1495, , , ,0, ,99,varies,0,No group,29517.4962206, ,3542,IDN,PT. Sari Aditya Loka,PT. Sari Aditya Loka 2,d7b598d5-d86b-4515-8197-047a451838c7,{F72F35C2-3E4A-4CCD-B03E-BC4529B5E067},29517.4961768848,35697292.2317976
1496,1496, , , ,0, ,99,varies,0,No group,13511.3631093, ,1061,IDN,PT. AGROWIYANA (II),PT. AGROWIYANA (II),69800a74-2fb6-4d1f-af2c-fe26fd032ac7,{BC585AEA-F8CB-434A-93FD-EE15A03700D7},13511.36322309,10682165.5295824
1497,1497, , , ,0, ,99,varies,0,No group,14223.3997666, ,476,IDN,PT. GATRA KEMBANG PASEBAN,PT. GATRA KEMBANG PASEBAN 1,3ad64c82-ff18-4890-9602-751f4b5ba647,{C243A0B1-C38C-45C4-B902-8A0A21929429},14223.399817681,4799931.82857819
1498,1498, , , ,0,Asian Agri,102,varies,0,RGE Group,86913.0915478, ,19298,IDN,PT. INTI INDO SAWIT SUBUR,PT. INTI INDO SAWIT SUBUR 1,967efb19-21b5-4205-b110-a887723fdc8c,{7BEAE4EF-ED57-4A3D-B12D-044EDE2497BA},86913.091359156,194387571.607881
1499,1499, , , ,0, ,99,varies,0,No group,9938.67940089, ,506,IDN,PT. RATNA SERUNI,PT. RATNA SERUNI,ed38a64d-7484-4ead-80ce-7ef2f5b389b8,{84446E4C-91D0-440B-86D5-DAE453B8FB0F},9938.67951088725,5100917.283357
1500,1500, , , ,0, ,99,varies,0,No group,18092.6560477, ,1122,IDN,PT. WIRAKARYA SAKTI,PT. WIRAKARYA SAKTI,f0fa0403-aa9e-414e-b1c6-bad5c1ee2fa6,{61E104C9-D427-4DC7-887B-B81D287E53AE},18092.6561104572,11302916.1979812
1501,1501, , , ,0, ,99,varies,0,No group,69134.4899986, ,12688,IDN,PT. AGROWIYANA (I),PT. AGROWIYANA (I),d63e3d42-ac47-4942-8d27-09e7090d9801,{47483603-6D05-4C3D-8D9C-22A30CE46BD4},69134.4897106475,127778853.449338
1502,1502, , , ,0, ,99,varies,0,No group,57681.5168231, ,6439,IDN,PT. BUKIT KAUSAR (II),PT. BUKIT KAUSAR (II),605fea18-8cf1-4959-85e1-d66c0c5e60d9,{5E6D7E48-4901-409F-94EC-36CDBBE6F2B4},57681.5165110351,64854343.0455932
1503,1503, , , ,0, ,99,varies,0,No group,47440.3015524, ,5526,IDN,PT. BUKIT KAUSAR (III),PT. BUKIT KAUSAR (III),57d652df-2566-443f-baf6-9d60cd85bbb9,{6884AAE9-C1E7-453A-867E-794B7FC37D7E},47440.3015995511,55654929.7154407
1504,1504, , , ,0, ,99,varies,0,No group,8944.6705605, ,481,IDN,PT. ANEKAPURA MULTI KERTA,PT. ANEKAPURA MULTI KERTA,1ea31755-491d-4ba0-b7f8-8c594e997d32,{991B150C-DD51-4EF3-8A17-377883AB1C02},8944.67056856927,4848122.88590176
1505,1505, , , ,0, ,99,varies,0,No group,5025.24000186, ,143,IDN,PT. GATRA KEMBANG PASEBAN,PT. GATRA KEMBANG PASEBAN 2,76fb2b21-ccfb-47dc-a02e-8492ba20c02d,{F336615A-B44B-4D79-B6DB-C52CF2F29CBF},5025.24005769029,1438183.18812804
1506,1506, , , ,0, ,99,varies,0,No group,8569.83551746, ,454,IDN,PT. GATRA KEMBANG PASEBAN,PT. GATRA KEMBANG PASEBAN 3,4ce3934e-f57a-4f81-864c-b997e03eb9c2,{1D424245-1F46-4565-A10F-7C5C8C4C42D7},8569.83553296604,4571948.64012988
1507,1507, , , ,0, ,99,varies,0,No group,12947.5159101, ,511,IDN,PT. PETALING BUNGA GADING,PT. PETALING BUNGA GADING,9264c612-1936-407a-a706-73fd7504fa62,{F1BC77FE-B87C-447C-9F75-583B4601766F},12947.5159416748,5144556.17383384
1508,1508, , , ,0, ,99,varies,0,No group,29816.9756685, ,4184,IDN,PT. RUDI AGUNG LAKSANA (I),PT. RUDI AGUNG LAKSANA (I),18a3b1d4-23d4-4c88-ae67-d242ba9c5392,{2B65CD56-B806-40A7-ABDE-F0C883E17EE8},29816.9759453341,42147354.6275299
1509,1509, , , ,0, ,99,varies,0,No group,14685.020509, ,919,IDN,PT. BUKIT KAUSAR  (I),PT. BUKIT KAUSAR  (I),91ba57b4-6945-479c-901a-b9770c28d7a0,{6151B476-3598-49AA-87A7-961695001100},14685.0204904038,9253196.29985125
1510,1510, , , ,0, ,99,varies,0,No group,54867.4616503, ,9425,IDN,PT. DASA ANUGERAH SEJATI,PT. DASA ANUGERAH SEJATI 2,dcc836bf-0d15-406e-8416-f900814e651f,{E7EF01F4-59F9-4493-BE9D-5C938B998D02},54867.462306794,94929618.0593689
1511,1511, , , ,0, ,99,varies,0,No group,76390.789396, ,24485,IDN,PT. PN VI PERSERO /DH.  PERKEB IV   (DURIAN LUNCUK,PT. PN VI PERSERO /DH.  PERKEB IV   (DURIAN LUNCUK,63ee7004-f170-4802-b012-36917e8aad87,{85FF47E4-9271-427C-8327-7FF828A29FAD},76390.7890499668,246780032.111198
1512,1512, , , ,0, ,99,varies,0,No group,23335.6549403, ,1976,IDN,PT. AGRINDO PANCA TUNGGAL PERKASA,PT. AGRINDO PANCA TUNGGAL PERKASA,2698b6e2-b77f-4f59-8009-be9db4c18f92,{ABF39102-0DE4-4407-A532-E441092199FF},23335.6549909254,19930007.4881223
1513,1513, , , ,0, ,99,varies,0,No group,32020.4750856, ,3083,IDN,PT. BUKIT BARISAN INDAH PRIMA  (II),PT. BUKIT BARISAN INDAH PRIMA  (II),916c0d7d-82b7-41d1-8285-5efead350448,{6E5CDC01-0F95-44C3-8D09-F624E4220F69},32020.4751486621,31053588.2181592
1514,1514, , , ,0, ,99,varies,0,No group,20064.8391805, ,732,IDN,PT. AGROTAMEX SUMINDO ABADI,PT. AGROTAMEX SUMINDO ABADI,07c2594c-b304-4b33-b1af-b36eb18388a8,{AD9AEB0F-337C-488C-9894-25903FBE178F},20064.8391284833,7376500.8561038
1515,1515, , , ,0, ,99,varies,0,No group,64304.4051131, ,21941,IDN,PT. BAHARI GEMBIRA RIA (I),PT. BAHARI GEMBIRA RIA (I),07444ef3-b92f-4e77-bd02-a997adfade58,{D8876C14-DF9C-432D-B3CE-41C404FB150F},64304.4052451758,221069624.732673
1516,1516, , , ,0, ,99,varies,0,No group,131768.601089, ,26486,IDN,PT. BANGUN DESA UTAMA,PT. BANGUN DESA UTAMA,2b80679e-2778-4bf2-9ee3-f865967b815c,{671201F3-CA79-428C-BC4D-6D35840176CF},131768.601015577,266976547.086379
1517,1517, , , ,0, ,99,varies,0,No group,71914.0930285, ,9240,IDN,PT. JAMIKA RAYA (I),PT. JAMIKA RAYA (I),d35c47d1-fc33-46b2-83a4-0c09c3ab99fd,{348777FE-089C-4D6A-9EBC-E8219828B0A3},71914.0925378018,93080879.5255568
1518,1518, , , ,0, ,99,varies,0,No group,10839.3398575, ,510,IDN,PT. TRI MITRA LESTARI,PT. TRI MITRA LESTARI 1,059f791c-576d-43bd-bdd2-3a48ff02d6b7,{AE4C18C9-22BB-4F58-BB07-E73EF8DA19CE},10839.3397269476,5136496.29321557
1519,1519, , , ,0, ,99,varies,0,No group,25731.124675, ,1254,IDN,PT. JAMIKA RAYA (II),PT. JAMIKA RAYA (II),159f9827-500f-418f-85fc-e756970be7d7,{56EB3B97-4FD2-46AA-9FD9-AD9668D24A11},25731.1243848249,12636659.0597143
1520,1520, , , ,0, ,99,varies,0,No group,28772.2980264, ,3140,IDN,PT. BRAHMA BINA BAKTI,PT. BRAHMA BINA BAKTI 1,4d07e27a-06d7-4942-9300-879d0a5bb082,{B61870C6-C98A-41A5-BDD7-90CE94D315FF},28772.2979400993,31629275.24859
1521,1521, , , ,0, ,99,varies,0,No group,28226.9388543, ,2128,IDN,PT. PN VI PERSERO /DH.  PERKEBUNAN IV  (S.  BAHAR),PT. PN VI PERSERO /DH.  PERKEBUNAN IV  (S.  BAHAR) 3,00ec2c71-e794-4d0f-a419-3c9961e156cc,{FF03A20E-3181-4559-AEBE-3325A9FDEC57},28226.9387658337,21451510.4450348
1522,1522, , , ,0, ,99,varies,0,No group,27061.7185166, ,3595,IDN,PT. BRAHMA BINA BAKTI,PT. BRAHMA BINA BAKTI 2,7431a774-5a9d-457c-b444-b6a0cd25d51d,{BCB4F12E-E60C-4922-B931-01B6A9AD9667},27061.7183913666,36210210.2804572
1523,1523, , , ,0, ,99,varies,0,No group,44124.6826068, ,7766,IDN,PT. TELENTAM AGRORAYA,PT. TELENTAM AGRORAYA,2583f35a-bef5-431e-b195-21cb6d07ccbb,{ADF804BC-8BD9-42B7-B11D-0624EB3CC77D},44124.6825319578,78235921.8721341
1524,1524, , , ,0, ,99,varies,0,No group,38741.8001693, ,4700,IDN,PT. KRESNA DUTA AGROINDO (III),PT. KRESNA DUTA AGROINDO (III),9b3957c4-54a7-4fdc-836c-606a2b94b076,{1E21A016-6038-49B5-AE94-5E07BF1959D9},38741.8001893808,47388454.4872987
1525,1525, , , ,0, ,99,varies,0,No group,33270.0704887, ,2586,IDN,PT. KRESNA DUTA AGRINDO (I),PT. KRESNA DUTA AGRINDO (I),d01ef899-ba0a-496e-b98d-8951a9edf4ca,{4EEA5795-9A27-4B18-BBEF-8FBA0EC31E75},33270.0705048381,26069046.6370312
1526,1526, , , ,0, ,99,varies,0,No group,65039.8150331, ,13908,IDN,PT. PN VI PERSERO /DH.  PERKEBUNAN IV  (S.  BAHAR),PT. PN VI PERSERO /DH.  PERKEBUNAN IV  (S.  BAHAR) 4,cb1f4443-3f5c-4a1a-979d-34dc414b1474,{BBCEF33A-F5D8-4C70-B4D0-31CBB918048B},65039.815414775,140174911.955646
1527,1527, , , ,0, ,99,varies,0,No group,63257.3694293, ,6052,IDN,PT. BAHARI GEMBIRA RIA (II),PT. BAHARI GEMBIRA RIA (II),42ec1221-c55f-4c8d-8f49-17d9c97b0ff3,{AF1D7701-0CFD-457F-9461-05EFE7003CAE},63257.369277432,60983205.0794066
1528,1528, , , ,0, ,99,varies,0,No group,11949.7928287, ,975,IDN,PT. BONEO KARYA CIPT.A,PT. BONEO KARYA CIPT.A,b67f508e-d31b-4fe6-b00e-8983b8b493b9,{3ADC5821-2106-4B02-B547-722315688D7E},11949.7928048905,9829232.26643384
1529,1529, , , ,0, ,99,varies,0,No group,24828.8240034, ,3756,IDN,PT. TRI MITRA LESTARI,PT. TRI MITRA LESTARI 2,7a603698-5a2e-4d1c-99a1-6cf49a3c8d0b,{7B50220D-2E29-4309-A80E-F233A7B66EF4},24828.8239431269,37830211.4267418
1530,1530, , , ,0, ,99,varies,0,No group,9551.2206237, ,491,IDN,PT. KUMALA JAYA PERKASA,PT. KUMALA JAYA PERKASA,05a225a6-546e-4c97-b138-8a8d460ed1db,{8DDBC276-8635-40C3-8783-F684F44CDB1A},9551.22067433574,4948801.17032052
1531,1531, , , ,0, ,99,varies,0,No group,45616.6649685, ,6559,IDN,PT. Pedamaran Indah,PT. Pedamaran Indah,f9f90c02-97fb-47b8-936e-88ee1ae97a49,{D576A701-EE22-4EF1-B50E-8FB95D1F715C},45616.6653327578,66066973.2269528
1532,1532, , , ,0, ,99,varies,0,No group,35816.4172617, ,3755,IDN,PT. Sunny Mas Prima Agung,PT. Sunny Mas Prima Agung,396c71c1-3237-41bb-9758-820d313eccfd,{4FF997E6-42E4-4C8F-B45A-EF2FC4AF020B},35816.4172434021,37818734.8367602
1533,1533, , , ,0, ,99,varies,0,No group,63481.8301334, ,17644,IDN,PT. Singkep Payung Perkasa,PT. Singkep Payung Perkasa,5eed49cc-df29-4b84-8c16-626fc7b6abe1,{CBBD8ED1-2726-4BF5-817B-91C736F0DBDB},63481.8303311182,177638497.943026
1534,1534, , , ,0, ,99,varies,0,No group,124174.561844, ,21406,IDN,PT. Buana Megawisatama,PT. Buana Megawisatama,86685822-ccb8-4cac-a064-d8ce0857cd86,{EDEC8887-30AE-431C-B3A5-9008EEEF4397},124174.561516463,215587024.813672
1535,1535, , , ,0, ,99,varies,0,No group,34034.0907871, ,3841,IDN,PT. Surya Bangun Pertiwi,PT. Surya Bangun Pertiwi 1,14b5167a-3db6-46c2-9d6f-ea2b539db64e,{20910A69-D4A9-440E-8088-7801DAE10B6A},34034.0905221315,38680277.2212496
1536,1536, , , ,0, ,99,varies,0,No group,6045.4666237, ,93,IDN,PT. Surya Bangun Pertiwi,PT. Surya Bangun Pertiwi 2,bca0a94e-fec7-4c0e-958c-5ef5970524c1,{8D9F5213-159F-4B38-AAEE-17C58BD62177},6045.46652992875,932202.086932334
1537,1537, , , ,0, ,99,varies,0,No group,11175.0505748, ,465,IDN,PT. Surya Bangun Pertiwi,PT. Surya Bangun Pertiwi 3,e42a5192-b5de-4a91-a8f7-34e89e067a81,{2700C7E3-7047-413F-A823-63FE4E009D69},11175.0506394183,4680923.40674812
1538,1538, , , ,0, ,99,varies,0,No group,38159.9153165, ,4994,IDN,PT. SUMBER HARAPAN SARANA,PT. SUMBER HARAPAN SARANA 1,a1b5c571-7d51-4027-9549-f4fc06699194,{C0A7A352-00B7-4F42-9111-A2F85AA59041},38159.9154147907,50386577.3919835
1539,1539, , , ,0, ,99,varies,0,No group,3388.64778571, ,44,IDN,PT. SUMBER HARAPAN SARANA,PT. SUMBER HARAPAN SARANA 2,a7027cdf-9435-40ed-b03f-a6f04a1b60ca,{96FBD351-1296-4EBE-B946-B4B854EF4449},3388.64785429585,446677.742648986
1540,1540, , , ,0, ,99,varies,0,No group,29950.1405136, ,3029,IDN,PT. HAMITA UTAMA KARSA,PT. HAMITA UTAMA KARSA,ec1ace5c-a643-46be-a0c7-a83a1e76803a,{B8109155-FD7F-494E-9A64-E878DFECE672},29950.1406489876,30554831.7928817
1541,1541, , , ,0, ,99,varies,0,No group,43703.8607205, ,9602,IDN,PT. ROEMPOEN ENAM BERSAUDARA,PT. ROEMPOEN ENAM BERSAUDARA,89b4de74-6db5-4270-a7c6-ccc6b0dc8be5,{F1C27D70-19DC-4EC9-A5C1-12ECBA5B8AE2},43703.8606819197,96945035.3261845
1542,1542, , , ,0, ,99,varies,0,No group,24239.1785071, ,545,IDN,SENTOSA JAYA (1996),SENTOSA JAYA (1996),4e9a2d82-5cf3-4db8-a6a7-2a847fa3e964,{AE6321C9-4C39-4099-A89F-EE275029C8D2},24239.1784601616,5497069.37086552
1543,1543, , , ,0, ,99,varies,0,No group,62052.1281608, ,11257,IDN,BINA SAINT CORP (I),BINA SAINT CORP (I),0940acbb-2ea4-485c-a912-02b165ac6f76,{22BB5421-8B2F-467E-AE06-4F6F9B2BB8F1},62052.1279125376,113616923.109857
1544,1544, , , ,0, ,99,varies,0,No group,26365.0337699, ,3195,IDN,PT. PINAGO UTAMA,PT. PINAGO UTAMA,4bead696-ef0a-4dc6-91c0-4fba123102c4,{94410868-8E86-48AE-B19C-12FE7734F9DA},26365.0338976304,32236710.1585419
1545,1545, , , ,0, ,99,varies,0,No group,83812.4043483, ,8610,IDN,PT. HINDOLI (BLOK 1),PT. HINDOLI (BLOK 1),75f0fd49-b37e-4fbd-a8bf-105d497a8e2a,{F794ACF6-7A89-4183-B31B-AF61D0171085},83812.4045578946,86844238.9331924
1546,1546, , , ,0, ,99,varies,0,No group,70418.5596688, ,29371,IDN,PT. WACHYUNI MANDIRA,PT. WACHYUNI MANDIRA,11f9a9e4-10a0-4bb9-887a-d1c9ac59e193,{40A17451-A87D-49B8-B232-03F3C089BDF2},70418.5597553791,297056300.205856
1547,1547, , , ,0, ,99,varies,0,No group,13993.5617936, ,990,IDN,SENTOSA JAYA,SENTOSA JAYA,cecba10e-141b-4312-94f8-cf47d2f26b2b,{5DC1F0C8-F241-484F-8A16-BA2A2B1C0E0E},13993.5616484364,9979959.66352953
1548,1548, , , ,0, ,99,varies,0,No group,6118.18704531, ,177,IDN,PT. LEMBU JAYA,PT. LEMBU JAYA,f110ed57-e5d0-463b-b327-c68e327e005d,{BBE52ACE-7284-458F-880C-B977DEE46688},6118.18711079488,1788511.22091575
1549,1549, , , ,0, ,99,varies,0,No group,33294.3543926, ,2765,IDN,PT. MITRA OGAN,PT. MITRA OGAN 1,38e2d68c-c583-4e54-b65f-5a4e23499929,{C6BDFEE3-433B-4F0A-A27E-5201BC78AAF3},33294.3551786796,27963671.996733
1550,1550, , , ,0, ,99,varies,0,No group,17723.8325527, ,2130,IDN,PT. SUMBER HARAPAN SARANA,PT. SUMBER HARAPAN SARANA 3,ec0dd518-a2c5-4176-b018-ae7a75dfaef9,{BBFA5C0E-7A80-43B4-B6D9-19DAC4E2F15A},17723.8325426828,21489137.6520687
1551,1551, , , ,0, ,99,varies,0,No group,6147.18352698, ,95,IDN,PT. MITRA OGAN,PT. MITRA OGAN 2,187eb9aa-c719-4828-bba1-6ab3dcdc07e1,{1E1554CD-C227-4AEB-9AC8-DC3FFF86D631},6147.18346176777,964086.705273922
1552,1552, , , ,0, ,99,varies,0,No group,26666.3630411, ,718,IDN,BINA SAINT CORP (III),BINA SAINT CORP (III),9f9fe02c-275e-40a7-823a-68975235e49d,{0541D79E-2E2B-4AD0-94F8-489B84188EFF},26666.363102231,7245894.67310206
1553,1553, , , ,0, ,99,varies,0,No group,66485.415764, ,8086,IDN,PT. HINDOLI (BLOK 2),PT. HINDOLI (BLOK 2),0bb1cbdd-01b5-41b9-a7ff-5a58b1751a56,{3F44CE04-A889-45FE-B11E-8694AA13C7BE},66485.4157500721,81556332.0629942
1554,1554, , , ,0, ,99,varies,0,No group,47752.6405471, ,3504,IDN,PT. MITRA OGAN,PT. MITRA OGAN 3,2adc04fe-dc73-46d0-8db3-91da0c48acdf,{D79F9CE7-7F9B-4D45-AEC7-230C3F220AB6},47752.6403296091,35439736.4058893
1555,1555, , , ,0, ,99,varies,0,No group,24512.80177, ,1502,IDN,PT. SUTOPO LESTARI JAYA,PT. SUTOPO LESTARI JAYA,cde80284-83ce-43ed-bff5-dbee113be389,{B062248F-B4C7-4F8F-92F4-FB7074A28940},24512.8017315832,15152497.7476248
1556,1556, , , ,0, ,99,varies,0,No group,76931.2878529, ,7869,IDN,PT. DWI WIRAMULIA UTAMA,PT. DWI WIRAMULIA UTAMA 1,97258d79-afef-4904-9977-82b0165eed17,{EBC08C73-A58B-4600-BA06-0A5B755D840B},76931.2876040816,79441086.6278744
1557,1557, , , ,0, ,99,varies,0,No group,23601.4605309, ,2380,IDN,PT. DWI WIRAMULIA UTAMA,PT. DWI WIRAMULIA UTAMA 2,bd381533-7aca-4609-b487-be59efee4997,{86955F40-C231-43F1-AF37-C5276D552E8A},23601.4606027393,24026251.2531388
1558,1558, , , ,0, ,99,varies,0,No group,64669.7828839, ,5319,IDN,PT. DWI WIRAMULIA UTAMA,PT. DWI WIRAMULIA UTAMA 3,36559965-40b9-4958-86d7-e4cb58f3d985,{39FC8753-BB2C-4DED-835E-A1D436F6BFE4},64669.7829504994,53688511.0592785
1559,1559, , , ,0, ,99,varies,0,No group,36834.1279431, ,2277,IDN,PT. NURUL IKHWAN UTAMA,PT. NURUL IKHWAN UTAMA,319bd704-e675-491e-a38a-5e2f82f0b0c4,{A64170E1-45D8-4378-96C0-85DCA1F3F0ED},36834.1277791927,22975460.1798947
1560,1560, , , ,0, ,99,varies,0,No group,14025.9205191, ,877,IDN,PT. PP. LONDON SUMATERA INDONESIA TBK,PT. PP. LONDON SUMATERA INDONESIA TBK 1,fe6aa4cd-17b1-45ec-af80-1840905345e7,{5ACDEA62-073D-43B8-ABF5-AC263B852BFC},14025.9203334952,8859283.92727971
1561,1561, , , ,0, ,99,varies,0,No group,15296.8331192, ,458,IDN,PT. PP. LONDON SUMATERA INDONESIA TBK,PT. PP. LONDON SUMATERA INDONESIA TBK 2,4b17d971-c9bb-4050-b81f-4e662db360a5,{ED2A3433-231E-4AA0-BD24-1A1E03ECCA78},15296.8331398528,4624955.61121307
1562,1562, , , ,0, ,99,varies,0,No group,59405.2242757, ,8697,IDN,PT. PP. LONDON SUMATERA INDONESIA TBK,PT. PP. LONDON SUMATERA INDONESIA TBK 3,b34093ea-de54-4115-ad22-582cc4cfc5db,{E588AA09-05F0-470E-846E-57C5B6C43B55},59405.2245289285,87884576.2239605
1563,1563, , , ,0, ,99,varies,0,No group,32909.9117207, ,2403,IDN,PT. PP. LONDON SUMATERA INDONESIA TBK,PT. PP. LONDON SUMATERA INDONESIA TBK 4,185c5dd9-8b8d-4357-8691-ff3353cac27d,{331D969B-8531-4284-A02E-8A31108EFF45},32909.9117805931,24290006.1918248
1564,1564, , , ,0, ,99,varies,0,No group,10500.0417495, ,436,IDN,PT. PP. LONDON SUMATERA INDONESIA TBK,PT. PP. LONDON SUMATERA INDONESIA TBK 5,4be021de-8947-42c9-87f6-2bcb965113ba,{F088B02D-CA4E-4FA3-91EF-FB05D65ACB7D},10500.04178364,4404043.5303543
1565,1565, , , ,0, ,99,varies,0,No group,33450.8253448, ,2273,IDN,PT. SWADAYA INDOPALMA,PT. SWADAYA INDOPALMA,3eaed0c2-4396-4000-b01b-079b2e0507ff,{F4561B87-45E1-4793-8B0D-754BB6BFFCA4},33450.8256091727,22939000.7190058
1566,1566, , , ,0, ,99,varies,0,No group,68658.0318526, ,14235,IDN,PT. DENDYMARKER INDAH LESTARI,PT. DENDYMARKER INDAH LESTARI 1,0bc942c5-5627-46c0-8a2f-c2d11ed970a3,{9B1CB3D3-59CE-479A-B3E1-4EA54D5F8955},68658.0317266443,143634848.020401
1567,1567, , , ,0, ,99,varies,0,No group,9205.12824304, ,486,IDN,PT. DENDYMARKER INDAH LESTARI,PT. DENDYMARKER INDAH LESTARI 2,8e58376d-e847-4871-9c26-bbfc7f3b6404,{C24FCD87-1C63-4A36-A2AB-6B94D89C4FED},9205.12804388387,4901777.02815644
1568,1568, , , ,0, ,99,varies,0,No group,48626.2468522, ,9480,IDN,PT. HINDOLI,PT. HINDOLI,258e5cf4-b0a8-4f3b-8d77-4af672339d57,{B0F2C523-DBF5-4285-923C-73ADA54A9869},48626.2467825474,95605140.4565729
1569,1569, , , ,0, ,99,varies,0,No group,24476.5883303, ,2979,IDN,PT. SUMBER UNIEK BUANA CORP,PT. SUMBER UNIEK BUANA CORP,313cd076-899a-4f0c-ae34-966ecb15870e,{84BAE9D6-AABB-47F5-9F6A-376AA3A87B83},24476.5881857376,30055719.9333968
1570,1570, , , ,0, ,99,varies,0,No group,62290.1191255, ,6943,IDN,PT. LARAS EKAMULIA,PT. LARAS EKAMULIA 3,d0adb1c6-ef91-45e0-a884-6d8a23827974,{61089A63-E9D4-485C-A1B3-FDAC06BAB029},62290.1194457466,70503762.549143
1571,1571, , , ,0, ,99,varies,0,No group,19264.8867496, ,713,IDN,MUTIARA TATA NUSA,MUTIARA TATA NUSA 1,142d06ab-00b0-4827-8ebf-f94f2d5988f8,{2C992F14-8854-480A-9162-2D329F9EB699},19264.8866163706,7190087.7764713
1572,1572, , , ,0, ,99,varies,0,No group,25137.017904, ,2062,IDN,MUTIARA TATA NUSA,MUTIARA TATA NUSA 2,b0bc26da-31d4-433f-a749-e5f249f4598f,{86D79A6C-ECF7-49FA-B498-9611D34653B3},25137.0181690031,20811156.6952495
1573,1573, , , ,0, ,99,varies,0,No group,31442.0602356, ,2940,IDN,PD PATI,PD PATI,c9852b4d-8956-4e9b-aed3-e1338ac40b58,{27CF0BA0-0421-4B1D-B02E-56906E6FBF32},31442.0599205673,29672326.5851989
1574,1574, , , ,0, ,99,varies,0,No group,34403.7687839, ,2924,IDN,PT. TRI AQGRA PERSADA,PT. TRI AQGRA PERSADA,93f7089a-ba18-4ef4-a559-6decbde31894,{B875F057-A710-4DEC-9970-5F524BE495EA},34403.7687265925,29504614.6138107
1575,1575, , , ,0, ,99,varies,0,No group,52021.6845781, ,8891,IDN,ANDALAS WAHANA BERJAYA,ANDALAS WAHANA BERJAYA,79f7587e-e14a-40a5-9fff-8c851a6e84e4,{1E5C2295-AB6C-4314-B9D0-7CBDD24DED1D},52021.6850029115,89546428.1499314
1576,1576, , , ,0, ,99,varies,0,No group,55799.5034557, ,10189,IDN,BAKRI NUSANTARA CORPORATION,BAKRI NUSANTARA CORPORATION,13cc11ba-ea0c-4e20-a2aa-20be38ddcf5c,{FC2860CB-6C4A-43A5-BB72-B1147C088ACC},55799.5033633429,102577431.376196
1577,1577, , , ,0, ,99,varies,0,No group,56823.3429227, ,8310,IDN,PT. BINA PRATAMA SAKATO JAYA,PT. BINA PRATAMA SAKATO JAYA 1,58ca6903-bd4b-4f83-952b-70dbb7599b3b,{C1181426-E99A-4FB0-83F3-E1A5F32EB709},56823.3428360965,83707989.4459699
1578,1578, , , ,0, ,99,varies,0,No group,42169.813388, ,4547,IDN,PT. BINTARA TANI NUSANTARA,PT. BINTARA TANI NUSANTARA 2,58e92d5d-361c-4441-a2d9-f48c4f9f9168,{FFE8DE30-7B7F-4DD0-B0D1-A7C4C7EAAB7B},42169.8132220109,45779994.2806619
1579,1579, , , ,0, ,99,varies,0,No group,57442.1563908, ,6567,IDN,PT. SELAGO MAKMUR PLANTATION,PT. SELAGO MAKMUR PLANTATION 2,c3512fdd-3d62-436e-9e64-e10d881fb08b,{6BE0DC62-54E7-4CCA-BF71-3A29FB2082C1},57442.1561841733,66140129.8160264
1580,1580, , , ,0, ,99,varies,0,No group,86543.2307407, ,14143,IDN,SUMBAR ANDALAS KENCANA,SUMBAR ANDALAS KENCANA,75255645-c4f6-43ba-9142-485e9a4d082e,{EDD25BBB-96C0-40EC-A712-F11B6DEDAAE4},86543.2308933866,142425204.528131
1581,1581, , , ,0, ,99,varies,0,No group,44033.6912035, ,7358,IDN,PT. TIDAR KERINCI AGUNG,PT. TIDAR KERINCI AGUNG 1,dadbbd3c-ba73-4482-a373-03cc2c4f497a,{7F2735DB-D675-4348-9F3E-879D680C3CA0},44033.6915841131,74122588.2405173
1582,1582, , , ,0, ,99,varies,0,No group,18840.8679605, ,812,IDN,PT. AGRA MASANG PERKASA,PT. AGRA MASANG PERKASA 1,cf99cb30-39bd-4ad7-96ce-0f1e96af2ffa,{CE2EDDAF-AA92-42D3-B94A-6B3CFDA76B83},18840.8680156099,8176862.28941344
